bloque,cadena,hash,zeros,intentos
angel0f800c6ef677d1f10b50e9a40c20d346278d8522a8be6b3f8c0a664141d14e6d,5,17cb7caa18d40083e74acc40b8d2fe96e1fb80e20f60ddc80bd18a51012cd200,3,2
angel17cb7caa18d40083e74acc40b8d2fe96e1fb80e20f60ddc80bd18a51012cd200,25,19502fd6b160ad0d112946849c696fa87d1419c4b568082a161adaceb56fed81,3,25
angel19502fd6b160ad0d112946849c696fa87d1419c4b568082a161adaceb56fed81,5,1d3161a8e911aa4593d6d43d23f5268c5e894dfaa67d9b763e708dd64a28aa9d,3,4
angel1d3161a8e911aa4593d6d43d23f5268c5e894dfaa67d9b763e708dd64a28aa9d,6,0687ac139aa39559976bf13147b871b1ea7cc0aacf0f1c5695b36a0e6134d801,3,1
angel0687ac139aa39559976bf13147b871b1ea7cc0aacf0f1c5695b36a0e6134d801,17,12189876e1f74006736f17f578942cdc3720d518a94cbe49c9f45ef905a84e08,3,9
angel12189876e1f74006736f17f578942cdc3720d518a94cbe49c9f45ef905a84e08,26,078259af66bfe4713d35107ace41a2684679d90103580e4afec6d87409c26c8a,3,25
angel078259af66bfe4713d35107ace41a2684679d90103580e4afec6d87409c26c8a,41,13042e77bcb53fd9870b8113c306244fd8a1458888e827ec2d7c6a80e45535ca,3,35
angel13042e77bcb53fd9870b8113c306244fd8a1458888e827ec2d7c6a80e45535ca,24,05b992ed859a07ddd36fb180c5abac1fd2911f78a7b03afadf0899682a40d874,3,23
angel05b992ed859a07ddd36fb180c5abac1fd2911f78a7b03afadf0899682a40d874,8,1bbca0b456a72ac3c798406549964a356172b4ca5d254cd6a086673512bc2926,3,3
angel1bbca0b456a72ac3c798406549964a356172b4ca5d254cd6a086673512bc2926,5,024b16347af472f5f528414288550625f1cb6d9610e2e20e8617f9afca2825f7,4,1
angel024b16347af472f5f528414288550625f1cb6d9610e2e20e8617f9afca2825f7,33,0d0c0be627bbdaa9521719bd8f3e5b133ac0d1fbbb8bb3b832b03149517ecf0b,4,28
angel0d0c0be627bbdaa9521719bd8f3e5b133ac0d1fbbb8bb3b832b03149517ecf0b,9,04d2d237e5da6c116fc0129352b29145ff33db084d3cad8406799b716d3f4901,4,6
angel04d2d237e5da6c116fc0129352b29145ff33db084d3cad8406799b716d3f4901,39,02851c4d0c21970e0ae63b23fc0ef7943dd34c87ea125af34389485afcc771c1,4,32
angel02851c4d0c21970e0ae63b23fc0ef7943dd34c87ea125af34389485afcc771c1,11,0b083e94f1f0e25044b107e3bd23d623de7881ce55fc4d289a81ac7ce561b7fc,4,6
angel0b083e94f1f0e25044b107e3bd23d623de7881ce55fc4d289a81ac7ce561b7fc,11,0cf6dde06dde036073eb7e5b6107b2071be8ea0532a9925ad4c676049ffd5526,4,3
angel0cf6dde06dde036073eb7e5b6107b2071be8ea0532a9925ad4c676049ffd5526,52,06cdc95fe3daa4faf4c4bfef5b81afa3bdd493df371bc58adbd2907fd65f3bff,4,44
angel06cdc95fe3daa4faf4c4bfef5b81afa3bdd493df371bc58adbd2907fd65f3bff,24,09d0c918a9a0bbf9694b1e08cb0441b3f7bcf6ec6c14fea36514ac0e9e8789b9,4,23
angel09d0c918a9a0bbf9694b1e08cb0441b3f7bcf6ec6c14fea36514ac0e9e8789b9,3,0a040400699aa89482e1db7e725e1fa97afe6542801f1cc30dd00dc4630132a3,4,4
angel0a040400699aa89482e1db7e725e1fa97afe6542801f1cc30dd00dc4630132a3,27,0f8ecb50b7bcc62afcb23e299572f9453a7c1c51057343eb6662a3c5bf16e3c4,4,26
angel0f8ecb50b7bcc62afcb23e299572f9453a7c1c51057343eb6662a3c5bf16e3c4,8,06c5df5951d052f97a5183a7af28f99831179be7b7d2982cc5ac56da1c452fb4,5,4
angel06c5df5951d052f97a5183a7af28f99831179be7b7d2982cc5ac56da1c452fb4,118,062f6d22e77626d63d3b2c7d96ab4984d836e3822e8fb25bc21a8b7700cf3894,5,116
angel062f6d22e77626d63d3b2c7d96ab4984d836e3822e8fb25bc21a8b7700cf3894,55,066fc93eb6831ee26cc2c808cb285fb491d72e8fe3f1bac02fdd5fbfbd09dc1f,5,48
angel066fc93eb6831ee26cc2c808cb285fb491d72e8fe3f1bac02fdd5fbfbd09dc1f,2,06c350e7eaca9c5e4eb45b686a2fbfa45759a3568a274813467cc23fe9e1f3a3,5,2
angel06c350e7eaca9c5e4eb45b686a2fbfa45759a3568a274813467cc23fe9e1f3a3,68,06f41a4704e4c265a0dc019c209272d029fa9e27f0d84d280de6af8379a0b99f,5,62
angel06f41a4704e4c265a0dc019c209272d029fa9e27f0d84d280de6af8379a0b99f,3,00a12fd3b0352c66b34ecf8b8b8370e24ae85654a0bdb730068ea07c75c8e08d,5,3
angel00a12fd3b0352c66b34ecf8b8b8370e24ae85654a0bdb730068ea07c75c8e08d,43,01e6ddfc4983ef243e114bbf16d1118aea177a6b26f94fcad7788283b8766dd9,5,41
angel01e6ddfc4983ef243e114bbf16d1118aea177a6b26f94fcad7788283b8766dd9,30,001ff5eca65fca88681d843995e460c732bd5415e8b5cbb679736da9928b13e0,5,26
angel001ff5eca65fca88681d843995e460c732bd5415e8b5cbb679736da9928b13e0,5,02192a90b030a1cf67c0050b6c34f06d661dfcb8cde934bfee06d57afe892000,5,3
angel02192a90b030a1cf67c0050b6c34f06d661dfcb8cde934bfee06d57afe892000,10,072a18070fcaccc02163f5ba059b1e4f969364a32447c464985926d2dac1e08a,5,9
angel072a18070fcaccc02163f5ba059b1e4f969364a32447c464985926d2dac1e08a,140,026ca97cfaeee47dc58ad579d84a9a7dda44df814b20a598ca51ba9547b7bb7f,6,132
angel026ca97cfaeee47dc58ad579d84a9a7dda44df814b20a598ca51ba9547b7bb7f,48,03284c5730ccc093a4356fe3bd7377079eaa12820ae03ff111d95a7a4316a87f,6,44
angel03284c5730ccc093a4356fe3bd7377079eaa12820ae03ff111d95a7a4316a87f,12,01a17b950e5183188b4710e27f38b96ad96812423fad6dea402650a3e108c481,6,13
angel01a17b950e5183188b4710e27f38b96ad96812423fad6dea402650a3e108c481,32,00f5d2aa0bc1664074acaf43e2f138e2233b4bd8bc14ec072b2c6cecb7decc2d,6,30
angel00f5d2aa0bc1664074acaf43e2f138e2233b4bd8bc14ec072b2c6cecb7decc2d,28,0361c7ff6b7d413c203910c2f9c29d5fc157560971768aaf823953de93132c3d,6,28
angel0361c7ff6b7d413c203910c2f9c29d5fc157560971768aaf823953de93132c3d,232,0358b3ecd47cd4c3158a37b61d637abf90f69ba0b243e199d3aee86850ad76e3,6,230
angel0358b3ecd47cd4c3158a37b61d637abf90f69ba0b243e199d3aee86850ad76e3,33,036928a4ca8462ecc0dbef0472c4e0e3a0b9e2c2381cb13bc7162c5ef1a43618,6,30
angel036928a4ca8462ecc0dbef0472c4e0e3a0b9e2c2381cb13bc7162c5ef1a43618,54,00a00a884f8ed393c9c3dedb3db45600aef3a19704e9636f91d5785ea9f95a3b,6,53
angel00a00a884f8ed393c9c3dedb3db45600aef3a19704e9636f91d5785ea9f95a3b,78,0008b06357c80a84ddbcf2b57226699d44ee54fa4e20993114614911823dcdf0,6,73
angel0008b06357c80a84ddbcf2b57226699d44ee54fa4e20993114614911823dcdf0,19,033a8138abb455b6d281520c6c893570e4665d47a18abe352e329811c1ecf698,6,13
angel033a8138abb455b6d281520c6c893570e4665d47a18abe352e329811c1ecf698,69,01d89da1a93418a3ad49fd6878126d1556b6f44524bf3c1e09503eb7d542349f,7,68
angel01d89da1a93418a3ad49fd6878126d1556b6f44524bf3c1e09503eb7d542349f,201,01cc050dfa48f7b368dc27771459f3874b0e928b3a99e58659c7eb8c09a266aa,7,199
angel01cc050dfa48f7b368dc27771459f3874b0e928b3a99e58659c7eb8c09a266aa,304,00bfe0e7e3ec2fa63540a90ab90e92084386fe07bb6f68038e0997fa40484c90,7,296
angel00bfe0e7e3ec2fa63540a90ab90e92084386fe07bb6f68038e0997fa40484c90,255,008035f6fa7da1a38ec20c2b6c4df120d5ad76631cc22e52d3a307b1aa546f59,7,256
angel008035f6fa7da1a38ec20c2b6c4df120d5ad76631cc22e52d3a307b1aa546f59,30,00f14303a8f5a8ece585f2c2eaf17fa5291f886ef7155cf30d7fb28ee1b9f783,7,25
angel00f14303a8f5a8ece585f2c2eaf17fa5291f886ef7155cf30d7fb28ee1b9f783,139,0116a251c4b4b405c265244b3055235e5b1d9576b9476e227bc8d8ba024da8dd,7,136
angel0116a251c4b4b405c265244b3055235e5b1d9576b9476e227bc8d8ba024da8dd,74,006f589c735519624491cc7e83c41336a44e44ce54e050d729f0efeeae351430,7,71
angel006f589c735519624491cc7e83c41336a44e44ce54e050d729f0efeeae351430,120,01604e006efb080e1c6f97de84d0ea94581d08c20ef08fd88a1183d3b703e3ed,7,117
angel01604e006efb080e1c6f97de84d0ea94581d08c20ef08fd88a1183d3b703e3ed,15,01b3dbb2c75297fb4129676a7470fa065ac5a329ed0cac9dfd1fac8bf40bf35a,7,14
angel01b3dbb2c75297fb4129676a7470fa065ac5a329ed0cac9dfd1fac8bf40bf35a,242,00fd326207380db03ad2089d2a189c0cc1baa5809ad6de8f408d3d26dffa6dda,7,235
angel00fd326207380db03ad2089d2a189c0cc1baa5809ad6de8f408d3d26dffa6dda,53,003e70277516b0ea4c6a7bd71a8728b1bfef7e5570f7e76b3eb73f8169454a52,8,53
angel003e70277516b0ea4c6a7bd71a8728b1bfef7e5570f7e76b3eb73f8169454a52,272,00089f5e3d121ca37ebe0b3a80e7afe64d81e52da42e212eee22a68fb3772722,8,268
angel00089f5e3d121ca37ebe0b3a80e7afe64d81e52da42e212eee22a68fb3772722,29,002e5772147c8273806afcda18e8db48d392248272f4683e92fb27e24221d3cb,8,29
angel002e5772147c8273806afcda18e8db48d392248272f4683e92fb27e24221d3cb,58,0088d6079438796bba28dd0241a5963aea61e57efa0826ac49efaf8acd1e218f,8,50
angel0088d6079438796bba28dd0241a5963aea61e57efa0826ac49efaf8acd1e218f,422,004c997c098e66d40fcb3f65cc1d91f10eed1e4d316c93903cffe0dbb7425a72,8,414
angel004c997c098e66d40fcb3f65cc1d91f10eed1e4d316c93903cffe0dbb7425a72,1292,00a4eb46c17046affc29ffe948cf447447f0e00ee46e9fa4a7e96cac6d52e958,8,1286
angel00a4eb46c17046affc29ffe948cf447447f0e00ee46e9fa4a7e96cac6d52e958,339,00da1b13a38db4dca2e5b7190457cc896e31700da76b2f54c6a014fa320ffdf0,8,332
angel00da1b13a38db4dca2e5b7190457cc896e31700da76b2f54c6a014fa320ffdf0,502,008588ef60c55c28e284a06fd75521a5c25927ad5bcc5ee16a9796ff3e6863fd,8,503
angel008588ef60c55c28e284a06fd75521a5c25927ad5bcc5ee16a9796ff3e6863fd,718,005dc3455dbd112c9a0dc5f372604c9b76a883ba8b18c680dda80bcf726f6fbc,8,719
angel005dc3455dbd112c9a0dc5f372604c9b76a883ba8b18c680dda80bcf726f6fbc,531,000456f39988e7bfd175d126b3c3bbc323ddf99f9d2dfee9bef03a9d3620a06c,8,524
angel000456f39988e7bfd175d126b3c3bbc323ddf99f9d2dfee9bef03a9d3620a06c,1123,005fb2d399a942daaf99c3210ef4bf9727eee6c650363abb4ec7273e05e25f8b,9,1115
angel005fb2d399a942daaf99c3210ef4bf9727eee6c650363abb4ec7273e05e25f8b,80,004de749aabb7f5e924a7776fd064c95c5f4f299329aad887336ca31939dbd17,9,72
angel004de749aabb7f5e924a7776fd064c95c5f4f299329aad887336ca31939dbd17,517,003d732ba4d96865ae4ccf2b233d7f4de8a405fe65f24c61a5a1bc4e409bcc0f,9,515
angel003d732ba4d96865ae4ccf2b233d7f4de8a405fe65f24c61a5a1bc4e409bcc0f,99,003b25835b7218b5f2e72a91de1ca235b993244a6e9940100407d15a32f11d19,9,100
angel003b25835b7218b5f2e72a91de1ca235b993244a6e9940100407d15a32f11d19,924,003ec7e3973eff4ec6042097404edd1d4a75396d8c0e6df33ae8351d6e2d0cd5,9,917
angel003ec7e3973eff4ec6042097404edd1d4a75396d8c0e6df33ae8351d6e2d0cd5,375,0048d20b88c5d9cc39943f8870d4654ab6eb85dec1731fd56f1596fe4167d19e,9,368
angel0048d20b88c5d9cc39943f8870d4654ab6eb85dec1731fd56f1596fe4167d19e,539,000425bf8d0c22a897bd26db1fade2648df08925b1967d30f2af33c8880a3119,9,531
angel000425bf8d0c22a897bd26db1fade2648df08925b1967d30f2af33c8880a3119,178,0006e5e007b22e2a55a2d662a3f3573957a038b66da3fceb0efd82d4b854b477,9,175
angel0006e5e007b22e2a55a2d662a3f3573957a038b66da3fceb0efd82d4b854b477,138,004497fe502d2a8b1b58be685d24440931a7edc5971f91b52b04da17d35d64e8,9,138
angel004497fe502d2a8b1b58be685d24440931a7edc5971f91b52b04da17d35d64e8,23,0034f8039b373d26e80b72444db2be615a8e996bd6f56dddfef300d72b1d0235,9,22
angel0034f8039b373d26e80b72444db2be615a8e996bd6f56dddfef300d72b1d0235,3192,000c92e7bb8f8c6b30585ccd6a12657a60b77d3343241b98e76dc9e9697b3b25,10,3191
angel000c92e7bb8f8c6b30585ccd6a12657a60b77d3343241b98e76dc9e9697b3b25,1006,000afbfeae61f7f768f0f07c2404288e88575dc512e5649f7e1886d2e87d8d6f,10,1002
angel000afbfeae61f7f768f0f07c2404288e88575dc512e5649f7e1886d2e87d8d6f,81,0021ae2e2edd29e6f0fdd979338f46034acae96b705c3ad6fe887610772999c0,10,81
angel0021ae2e2edd29e6f0fdd979338f46034acae96b705c3ad6fe887610772999c0,570,002dee70f54948202277fdfc8b9ba7b377e3378528dea25d3869ff866657973c,10,570
angel002dee70f54948202277fdfc8b9ba7b377e3378528dea25d3869ff866657973c,482,001aaf25a7d9d39eeb3d5950e74a20b1310a130b1bcf329b017a66d3acde9c19,10,474
angel001aaf25a7d9d39eeb3d5950e74a20b1310a130b1bcf329b017a66d3acde9c19,271,0034675f41e4f990d4c0792f657dae557e93f4aa55d8329807ac7411d40a818d,10,263
angel0034675f41e4f990d4c0792f657dae557e93f4aa55d8329807ac7411d40a818d,22,001f8f40adbce2860b32fd938bd7f4f197de30aa90b5a567e5ef8efbe5c231a7,10,20
angel001f8f40adbce2860b32fd938bd7f4f197de30aa90b5a567e5ef8efbe5c231a7,2143,0004fcf27501a92efea9f83b0b4c4111b61a75e4bd391fb6c1dcfb20dce8e3b9,10,2142
angel0004fcf27501a92efea9f83b0b4c4111b61a75e4bd391fb6c1dcfb20dce8e3b9,3034,003ae33839f2978baccee493ac88960738d200a2da3ba103a5bdffa32a50d90d,10,3027
angel003ae33839f2978baccee493ac88960738d200a2da3ba103a5bdffa32a50d90d,14,001a89bf4435b9bbd07442df1260668e244f32dcba3b1104604db97de6648ad6,10,11
angel001a89bf4435b9bbd07442df1260668e244f32dcba3b1104604db97de6648ad6,142,0006c122d5dca5e16ee78633a382f0955ab121e3d33a96fa29adb6491c52ebad,11,138
angel0006c122d5dca5e16ee78633a382f0955ab121e3d33a96fa29adb6491c52ebad,120,0016ec060a575d454275917b3b78d89df43d559e54985a147f983bf5c10e4476,11,120
angel0016ec060a575d454275917b3b78d89df43d559e54985a147f983bf5c10e4476,101,001f67216e3e27609644ba5f40bdfbb475a796820369b0a4b4d51926453c0ed2,11,96
angel001f67216e3e27609644ba5f40bdfbb475a796820369b0a4b4d51926453c0ed2,6758,0018fb2a45137306f0b05a641fef40b824880ae22876a0db55a2d1b6f61924c2,11,6752
angel0018fb2a45137306f0b05a641fef40b824880ae22876a0db55a2d1b6f61924c2,990,00196263c4acc55dbba549c21ba55691ff0f1db895a38bf839b232c3d4c37430,11,982
angel00196263c4acc55dbba549c21ba55691ff0f1db895a38bf839b232c3d4c37430,678,00090218d1c6fbb9602743edd27632b259f6dc5685b1d153d8909eac3bfdbe0e,11,676
angel00090218d1c6fbb9602743edd27632b259f6dc5685b1d153d8909eac3bfdbe0e,6515,000578ca9db9cb67dda4f15594584241ee54ad976216343fd129663eaf2f82c3,11,6511
angel000578ca9db9cb67dda4f15594584241ee54ad976216343fd129663eaf2f82c3,3389,000e41aaae489f40d0d0c8e0e13d39c7e1b6fe2a57db2cdb66529078f69cbbb4,11,3383
angel000e41aaae489f40d0d0c8e0e13d39c7e1b6fe2a57db2cdb66529078f69cbbb4,380,001ec4e03137284b0a296d4f52459f72aea641ed6735e99041f58b57b1c5908c,11,378
angel001ec4e03137284b0a296d4f52459f72aea641ed6735e99041f58b57b1c5908c,1469,001fd7b784015deb07b9e36487b7197502dfdc3c9c039de6be1dec145a0ff99b,11,1470
angel001fd7b784015deb07b9e36487b7197502dfdc3c9c039de6be1dec145a0ff99b,496,00040bea8c02afc7f4a33111f18b178ba369579eab21436a37a4a4354727d844,12,494
angel00040bea8c02afc7f4a33111f18b178ba369579eab21436a37a4a4354727d844,713,000929cb60c95688bbd58642312639e5c774121458f0d1b4a7b4f614b9028026,12,709
angel000929cb60c95688bbd58642312639e5c774121458f0d1b4a7b4f614b9028026,5292,0000b4ca5439b119b25570cd81775bc974ce7939ec3c8e46793aefc99782bb9a,12,5284
angel0000b4ca5439b119b25570cd81775bc974ce7939ec3c8e46793aefc99782bb9a,3760,000bf84e7ed5105e10aa3d0f74c390292ea8395597c02ac37f6eb95c62add7a4,12,3755
angel000bf84e7ed5105e10aa3d0f74c390292ea8395597c02ac37f6eb95c62add7a4,994,0002a8e6b18b6ef58bdeaf3ceacdabf01c86747c0f07262540973402c9dfea90,12,992
angel0002a8e6b18b6ef58bdeaf3ceacdabf01c86747c0f07262540973402c9dfea90,1968,000694107a7e6c135f7abb0596f01ba17e66341b27bafe03c9f2691b4f43c767,12,1965
angel000694107a7e6c135f7abb0596f01ba17e66341b27bafe03c9f2691b4f43c767,8214,000d79d202266840e9db3edde14359341f73233971558799e8ad51768f84e7b2,12,8206
angel000d79d202266840e9db3edde14359341f73233971558799e8ad51768f84e7b2,3457,000ff79fa1a726aec329ce9d7d597dd7a71ae962698da7de1e50fd07c10aacd2,12,3449
angel000ff79fa1a726aec329ce9d7d597dd7a71ae962698da7de1e50fd07c10aacd2,6817,000f17cffa8644d12af34fc1db9d77392b44bdfd86d22d1e867e31d42129d65c,12,6813
angel000f17cffa8644d12af34fc1db9d77392b44bdfd86d22d1e867e31d42129d65c,21,00052e91eb1172ef1cc3395008a101c12989aff432779dc6c878637eece7901c,12,20
angel00052e91eb1172ef1cc3395008a101c12989aff432779dc6c878637eece7901c,13900,0005c147545a435891de4eebe1e34c0d81d98ba3516dbdc77bff33fedd05ee6e,13,13898
angel0005c147545a435891de4eebe1e34c0d81d98ba3516dbdc77bff33fedd05ee6e,17879,00057dad2b163a3b8babf2e857787d183468f184084493187101027edce18e88,13,17879
angel00057dad2b163a3b8babf2e857787d183468f184084493187101027edce18e88,26012,00033f17065b054b57c94a18f795c5f8dc82538a8fa4a109099da76be4113093,13,26005
angel00033f17065b054b57c94a18f795c5f8dc82538a8fa4a109099da76be4113093,15321,0005e0c9eecaf8cb25b56076733db258fde20cba5634348b89e3ce8682aca649,13,15320
angel0005e0c9eecaf8cb25b56076733db258fde20cba5634348b89e3ce8682aca649,6894,0003dd37a87883589885059ea7f2976391fec64ccbd0f8e5e5e78196724c133d,13,6895
angel0003dd37a87883589885059ea7f2976391fec64ccbd0f8e5e5e78196724c133d,1371,0003c50c0048fef65043a9030d217e1fccafc4c92b2bfbd50a2aa3383cbccd6d,13,1365
angel0003c50c0048fef65043a9030d217e1fccafc4c92b2bfbd50a2aa3383cbccd6d,12173,0003d825ed0e2f9a2cb1a3d72c685ea9601dbe045819f4f76c69c0ba34b706b4,13,12173
angel0003d825ed0e2f9a2cb1a3d72c685ea9601dbe045819f4f76c69c0ba34b706b4,3843,0003326a75d59f68cf4ded33ab521418c9a1908c45c95947630f426294dd0375,13,3841
angel0003326a75d59f68cf4ded33ab521418c9a1908c45c95947630f426294dd0375,6907,000377af72a3418b1eb3522be39c7c5f6f8eeae5e0d0c40f8a87e7a58208d4e9,13,6907
angel000377af72a3418b1eb3522be39c7c5f6f8eeae5e0d0c40f8a87e7a58208d4e9,15777,00053ee732cf8a8ce974287f3e6fc874ec099d99add9376b5d4a8bc2a7955685,13,15770
angel00053ee732cf8a8ce974287f3e6fc874ec099d99add9376b5d4a8bc2a7955685,3409,000157b6f05ed06ee05462a6f6992ecd42cbb1a56cc26bf5b846af56efede022,14,3405
angel000157b6f05ed06ee05462a6f6992ecd42cbb1a56cc26bf5b846af56efede022,3853,0001ed5f0b34cdc2f7dfd2d4e55b27b364691e5d7ba9ab67e1149e91adb74149,14,3854
angel0001ed5f0b34cdc2f7dfd2d4e55b27b364691e5d7ba9ab67e1149e91adb74149,80933,0002a1618cfab24cb7b693906885422975da6efa00b731acf2115e858511e28f,14,80931
angel0002a1618cfab24cb7b693906885422975da6efa00b731acf2115e858511e28f,5395,0003dac5fcbab27c1765d07b5439131edb30ed4d07614a1951baeb6603cb6fe5,14,5391
angel0003dac5fcbab27c1765d07b5439131edb30ed4d07614a1951baeb6603cb6fe5,4722,0000db7a45e3374ccc35b3d766a370e58ae9b271ccf04dd3c51d8faa2d953b61,14,4715
angel0000db7a45e3374ccc35b3d766a370e58ae9b271ccf04dd3c51d8faa2d953b61,1689,0001d14b879361dd0e1f257d8e1d3ae731c6c8d77afaddd2fa7c4f691d9a2607,14,1684
angel0001d14b879361dd0e1f257d8e1d3ae731c6c8d77afaddd2fa7c4f691d9a2607,7891,0002670983a6fc98f1e6e11e8991405781c05cc1995789b89aabfad8905774fd,14,7884
angel0002670983a6fc98f1e6e11e8991405781c05cc1995789b89aabfad8905774fd,50038,0001ba60deb7ce01de4d511ecd7f15c741d82eed5097aff605e5ad8304ecf7f5,14,50036
angel0001ba60deb7ce01de4d511ecd7f15c741d82eed5097aff605e5ad8304ecf7f5,28737,000097b6fabf72e05df5e69082c7ddf22a88597afb6c638ce55ca61fcc16ef56,14,28731
angel000097b6fabf72e05df5e69082c7ddf22a88597afb6c638ce55ca61fcc16ef56,3234,0000b9545ef238cc2b20c49120eaf9272991a6cc67b8e0b2ada8979c994801ec,14,3231
angel0000b9545ef238cc2b20c49120eaf9272991a6cc67b8e0b2ada8979c994801ec,64039,0000436e073958d44ef98e3f80d248a61bb9b5f81fe7231bd4537aaa37826b2c,15,64039
angel0000436e073958d44ef98e3f80d248a61bb9b5f81fe7231bd4537aaa37826b2c,35243,0001fb421ea8de12ee7920145e41f90aba005cb1f009304cb92b41df2e6aba42,15,35243
angel0001fb421ea8de12ee7920145e41f90aba005cb1f009304cb92b41df2e6aba42,46494,0000e23334a6e6fc95f1cd32aef90831e9f1778afa3f6d788830c9399f8ec35e,15,46487
angel0000e23334a6e6fc95f1cd32aef90831e9f1778afa3f6d788830c9399f8ec35e,8987,0001e24f7c7d6bf8228021ed13069c835f6e20678f37d2d05a78f84fb9244c4c,15,8986
angel0001e24f7c7d6bf8228021ed13069c835f6e20678f37d2d05a78f84fb9244c4c,49043,0000aaa0e8a16eee50e051ce0748630012d5a093f592ae0336d6b9328f510e38,15,49043
angel0000aaa0e8a16eee50e051ce0748630012d5a093f592ae0336d6b9328f510e38,64363,00018b9b921f8792331a3a6e0a7f01f9807964596a7d681921de2924932eeb1d,15,64359
angel00018b9b921f8792331a3a6e0a7f01f9807964596a7d681921de2924932eeb1d,7176,0000311873ac32b997aebfc6f8abf3028ba064c31c06b2145c27173cc39ebc75,15,7175
angel0000311873ac32b997aebfc6f8abf3028ba064c31c06b2145c27173cc39ebc75,45993,0001bdf8d5c29b347c6d6e077c71d89c311f35543885a5b7660741933f766587,15,45990
angel0001bdf8d5c29b347c6d6e077c71d89c311f35543885a5b7660741933f766587,21769,00006cab29480f924259d84ca690e3b4db47bb552a320982e03760c87ab8957a,15,21769
angel00006cab29480f924259d84ca690e3b4db47bb552a320982e03760c87ab8957a,19964,00008b0a25c23e8fe53fad244272440f2481c2ee5131af4681c0b092ab1eb968,15,19958
